Scoring Function,Distance Cutoff,Fold,RMSE,PEARSON
ECIF-RF,11.0,6,1.3396305678377003,0.6849897386107298
ECIF-RF,11.0,7,1.3634451989764904,0.7185494022580977
ECIF-RF,11.0,8,1.3058164258452687,0.7054131227550637
ECIF-RF,11.0,9,1.319074679186692,0.644657333182319
ECIF-RF,11.0,Test,1.3576228525431389,0.8186357399736393
ECIF-RF,11.5,0,1.5452993469556335,0.6533220251577011
ECIF-RF,11.5,1,1.3345258539717917,0.6982306526648566
ECIF-RF,11.5,2,1.3787963236765926,0.6904067031413568
ECIF-RF,11.5,3,1.3610863198069365,0.6876348679526573
ECIF-RF,11.5,4,1.2272660489032263,0.7101702736544238
ECIF-RF,11.5,5,1.3666064740633377,0.7049801456434915
ECIF-RF,11.5,6,1.3432360657671585,0.6828982010018949
ECIF-RF,11.5,7,1.3614354066947685,0.7195402376633064
ECIF-RF,11.5,8,1.304478303375746,0.7061421877591914
ECIF-RF,11.5,9,1.3254294112692238,0.6402644585472491
ECIF-RF,11.5,Test,1.3469769512103502,0.8231110592321839
ECIF-RF,12.0,0,1.5493138130086352,0.6510359219690066
ECIF-RF,12.0,1,1.337808732560551,0.6964205723023559
ECIF-RF,12.0,2,1.381284266483337,0.6890363234651015
ECIF-RF,12.0,3,1.3637060135415773,0.6861563285515121
ECIF-RF,12.0,4,1.2309331509513288,0.7080786070667807
ECIF-RF,12.0,5,1.3631412376432022,0.7067847276875557
ECIF-RF,12.0,6,1.346130424094124,0.6812104624042531
ECIF-RF,12.0,7,1.363615426619084,0.7184653494022899
ECIF-RF,12.0,8,1.3009243563562258,0.7080712648340968
ECIF-RF,12.0,9,1.3390058361148478,0.6307048625626523
ECIF-RF,12.0,Test,1.350807767754007,0.8205794191247975
ECIF-RF,12.5,0,1.5407051386837305,0.655921258909114
ECIF-RF,12.5,1,1.3344957911851023,0.6982471861762279
ECIF-RF,12.5,2,1.3800525715834864,0.6897154004051892
ECIF-RF,12.5,3,1.3656685690253159,0.68504471546079
ECIF-RF,12.5,4,1.2233913259574614,0.7123669418115437
ECIF-RF,12.5,5,1.3658032676545746,0.7053992485363526
ECIF-RF,12.5,6,1.3520551598377444,0.6777311625034014
ECIF-RF,12.5,7,1.3726231537655673,0.7139884495080978
ECIF-RF,12.5,8,1.3013674033495095,0.7078313532944285
ECIF-RF,12.5,9,1.3447971801145024,0.6265525521822178
ECIF-RF,12.5,Test,1.3458518608222072,0.8223878688489921
ECIF-RF,13.0,0,1.5522183027323206,0.649373181044786
ECIF-RF,13.0,1,1.3323226249289748,0.6994403336513302
ECIF-RF,13.0,2,1.3826120540761095,0.6883028372099372
ECIF-RF,13.0,3,1.3616244482089868,0.6873316429530271
ECIF-RF,13.0,4,1.2241599864744643,0.7119322614819759
ECIF-RF,13.0,5,1.3665416824677246,0.7050139714508911
ECIF-RF,13.0,6,1.3561561689317387,0.6753033436799215
ECIF-RF,13.0,7,1.3757552386566374,0.7124182475911593
ECIF-RF,13.0,8,1.3073209482577526,0.7045916009820926
ECIF-RF,13.0,9,1.3396487825741168,0.6302461112253402
ECIF-RF,13.0,Test,1.3533991285560003,0.8184656023803742
ECIF-RF,13.5,0,1.5550937196569732,0.6477197996700244
ECIF-RF,13.5,1,1.3379629656827183,0.6963353075527879
ECIF-RF,13.5,2,1.3796935107346997,0.6899131235618997
ECIF-RF,13.5,3,1.3610969767215075,0.6876288654472497
ECIF-RF,13.5,4,1.2255098611310566,0.7111675977986279
ECIF-RF,13.5,5,1.3691210109156722,0.7036648817599479
ECIF-RF,13.5,6,1.3657274400782882,0.6695739538682418
ECIF-RF,13.5,7,1.3850423532981493,0.7077206764543472
ECIF-RF,13.5,8,1.3118053010275084,0.7021316509840503
ECIF-RF,13.5,9,1.342635124967683,0.6281080237048543
ECIF-RF,13.5,Test,1.3483441068411777,0.8225928267503272
ECIF-RF,14.0,0,1.563275542029606,0.6429750591407417
ECIF-RF,14.0,1,1.3415779053551842,0.6943310371621009
ECIF-RF,14.0,2,1.3826244353427586,0.6882959906489318
ECIF-RF,14.0,3,1.370076657776993,0.6825354715370615
ECIF-RF,14.0,4,1.2262579509557316,0.7107431096182981
ECIF-RF,14.0,5,1.3664342242684209,0.7050700651381109
ECIF-RF,14.0,6,1.3573278452275654,0.6746067461475497
ECIF-RF,14.0,7,1.3867890817870858,0.7068301178688274
ECIF-RF,14.0,8,1.3068202006591243,0.7048652380133105
ECIF-RF,14.0,9,1.350850575424799,0.6221633807874093
ECIF-RF,14.0,Test,1.3455091556683554,0.8214781583837779
ECIF-RF,14.5,0,1.5623048961574115,0.6435410829666361
ECIF-RF,14.5,1,1.3375315852008476,0.6965737368502247
ECIF-RF,14.5,2,1.3826131198688767,0.688302247855683
ECIF-RF,14.5,3,1.3687440057165343,0.6832958905927512
ECIF-RF,14.5,4,1.2254453099153575,0.7112042020475658
ECIF-RF,14.5,5,1.373690978466252,0.7012619631145806
ECIF-RF,14.5,6,1.3619707910503829,0.6718333279819387
ECIF-RF,14.5,7,1.3882960643683475,0.7060599861966422
ECIF-RF,14.5,8,1.3101765408049786,0.7030270986006137
ECIF-RF,14.5,9,1.3494287035128494,0.623198898346126
ECIF-RF,14.5,Test,1.3546096590489725,0.8212977483079819
ECIF-RF,15.0,0,1.563483144549753,0.6428538871485632
ECIF-RF,15.0,1,1.3401592513011915,0.6951189308389614
ECIF-RF,15.0,2,1.38643469744025,0.6861828346999677
ECIF-RF,15.0,3,1.3720232296315542,0.6814218884706522
ECIF-RF,15.0,4,1.2282458280124982,0.7096126346919871
ECIF-RF,15.0,5,1.3688514751870344,0.7038060996097455
ECIF-RF,15.0,6,1.3606064252564112,0.6726504883841204
ECIF-RF,15.0,7,1.3943957774700249,0.7029255689737762
ECIF-RF,15.0,8,1.3069891489807977,0.7047729386131668
ECIF-RF,15.0,9,1.3523510131800418,0.6210675875556115
ECIF-RF,15.0,Test,1.3569786837948803,0.8225681424410092
ELEMENTS::LD-RF,4.0,0,1.5680018400802511,0.6402067606944575
ELEMENTS::LD-RF,4.0,1,1.3850683729180941,0.6693079267820188
ELEMENTS::LD-RF,4.0,2,1.4346240695208632,0.658348882915341
ELEMENTS::LD-RF,4.0,3,1.4694808315447496,0.6209141904083635
ELEMENTS::LD-RF,4.0,4,1.289004129965832,0.6732153788788061
ELEMENTS::LD-RF,4.0,5,1.4320145785003913,0.6691005920364761
ELEMENTS::LD-RF,4.0,6,1.4217620939640008,0.6341383331568932
ELEMENTS::LD-RF,4.0,7,1.358051143162291,0.7212023237950529
ELEMENTS::LD-RF,4.0,8,1.3565115454962295,0.6766403575921416
ELEMENTS::LD-RF,4.0,9,1.3130196603227229,0.6487959025200222
ELEMENTS::LD-RF,4.0,Test,1.4262310626735155,0.7892764954419398
ELEMENTS::LD-RF,4.5,0,1.5355791157508325,0.6588001929727091
ELEMENTS::LD-RF,4.5,1,1.3689846292207155,0.6787629916633631
ELEMENTS::LD-RF,4.5,2,1.4158259758693754,0.6694578809083931
ELEMENTS::LD-RF,4.5,3,1.4635109900183731,0.6249135032285479
ELEMENTS::LD-RF,4.5,4,1.2757400925134503,0.6814792442328401
ELEMENTS::LD-RF,4.5,5,1.420291302550726,0.6757969629890904
ELEMENTS::LD-RF,4.5,6,1.4020099980961367,0.6470147099873008
ELEMENTS::LD-RF,4.5,7,1.3578740801184008,0.7212890641765317
ELEMENTS::LD-RF,4.5,8,1.340167312427743,0.6861691390888913
ELEMENTS::LD-RF,4.5,9,1.3098585073117837,0.6509385613090998
ELEMENTS::LD-RF,4.5,Test,1.3979365140308908,0.8002734389547194
ELEMENTS::LD-RF,5.0,0,1.5245510730871508,0.6649194793445287
ELEMENTS::LD-RF,5.0,1,1.3560833809702322,0.6861746277885294
ELEMENTS::LD-RF,5.0,2,1.405239809682824,0.6755701589928936
ELEMENTS::LD-RF,5.0,3,1.4587738971950488,0.6280573630626199
ELEMENTS::LD-RF,5.0,4,1.2545354169700662,0.6943129313855048
ELEMENTS::LD-RF,5.0,5,1.41575609866149,0.6783551158014237
ELEMENTS::LD-RF,5.0,6,1.39009294958457,0.6545756825842848
ELEMENTS::LD-RF,5.0,7,1.3545556863079664,0.7229106800431905
ELEMENTS::LD-RF,5.0,8,1.3446443534322392,0.6835836575266021
ELEMENTS::LD-RF,5.0,9,1.3070092700820892,0.652859370026484
ELEMENTS::LD-RF,5.0,Test,1.4121037579322264,0.7905714724159886
ELEMENTS::LD-RF,5.5,0,1.5052396735011075,0.6753974539324883
ELEMENTS::LD-RF,5.5,1,1.3461243896939958,0.6917943192892532
ELEMENTS::LD-RF,5.5,2,1.3986020607769252,0.6793514724647739
ELEMENTS::LD-RF,5.5,3,1.4417888921168025,0.6391205451563746
ELEMENTS::LD-RF,5.5,4,1.2574569770547446,0.6925715347600986
ELEMENTS::LD-RF,5.5,5,1.3978391141944917,0.6882898090808853
ELEMENTS::LD-RF,5.5,6,1.3772668105924752,0.6625462172804547
ELEMENTS::LD-RF,5.5,7,1.3468762864862251,0.7266344119637328
ELEMENTS::LD-RF,5.5,8,1.335511745343858,0.6888383340264761
ELEMENTS::LD-RF,5.5,9,1.3118372742530602,0.6495987669803269
ELEMENTS::LD-RF,5.5,Test,1.3712322374201795,0.8109942458577195
ELEMENTS::LD-RF,6.0,0,1.5044972385151745,0.6757943971689551
ELEMENTS::LD-RF,6.0,1,1.348039002505539,0.6907206937084848
ELEMENTS::LD-RF,6.0,2,1.3937391028895765,0.6820971545533637
ELEMENTS::LD-RF,6.0,3,1.4349896567316711,0.6434601631987068
ELEMENTS::LD-RF,6.0,4,1.2568043750769144,0.6929612495059742
ELEMENTS::LD-RF,6.0,5,1.3932874045556185,0.6907709663304833
ELEMENTS::LD-RF,6.0,6,1.3670108775706789,0.6687988720987379
ELEMENTS::LD-RF,6.0,7,1.3463553457851678,0.7268855600167405
ELEMENTS::LD-RF,6.0,8,1.3263505992545093,0.6940338907435408
ELEMENTS::LD-RF,6.0,9,1.3019709667153274,0.6562320035898365
ELEMENTS::LD-RF,6.0,Test,1.3889570273816902,0.8052137811157695
ELEMENTS::LD-RF,6.5,0,1.5078524713428,0.6739971002786651
ELEMENTS::LD-RF,6.5,1,1.3427804576488154,0.6936618076986639
ELEMENTS::LD-RF,6.5,2,1.392134485511591,0.6829986266624669
ELEMENTS::LD-RF,6.5,3,1.4219567220250946,0.6516412356293626
ELEMENTS::LD-RF,6.5,4,1.2535690066874543,0.694887110258577
ELEMENTS::LD-RF,6.5,5,1.3864301316171543,0.6944769901592125
ELEMENTS::LD-RF,6.5,6,1.3651591160409655,0.6699166521099577
ELEMENTS::LD-RF,6.5,7,1.3483245167829292,0.7259352454650396
ELEMENTS::LD-RF,6.5,8,1.3242248381858677,0.6952288386590705
ELEMENTS::LD-RF,6.5,9,1.297775183010809,0.6590176107375856
ELEMENTS::LD-RF,6.5,Test,1.3750003987049606,0.8094137347568602
ELEMENTS::LD-RF,7.0,0,1.5178266854502678,0.6686018235430875
ELEMENTS::LD-RF,7.0,1,1.3397686204061303,0.6953355768640469
ELEMENTS::LD-RF,7.0,2,1.3923347248503453,0.6828862541098314
ELEMENTS::LD-RF,7.0,3,1.4185368320988616,0.6537587775881789
ELEMENTS::LD-RF,7.0,4,1.2542678213364162,0.6944720113425406
ELEMENTS::LD-RF,7.0,5,1.3907014792995722,0.6921730130946644
ELEMENTS::LD-RF,7.0,6,1.3606185459230211,0.6726432369200295
ELEMENTS::LD-RF,7.0,7,1.3505266614119524,0.7248693744111698
ELEMENTS::LD-RF,7.0,8,1.3295179111869393,0.692246064922107
ELEMENTS::LD-RF,7.0,9,1.2825578634913302,0.6689490176968403
ELEMENTS::LD-RF,7.0,Test,1.3815486017034546,0.8065920849029637
ELEMENTS::LD-RF,7.5,0,1.5221654954597317,0.6662300403080867
ELEMENTS::LD-RF,7.5,1,1.3390831450618799,0.6957154296197948
ELEMENTS::LD-RF,7.5,2,1.3963669223758406,0.680616020720174
ELEMENTS::LD-RF,7.5,3,1.4182582343531578,0.6539307546856601
ELEMENTS::LD-RF,7.5,4,1.2551154024002598,0.6939679005607134
ELEMENTS::LD-RF,7.5,5,1.3980603987121982,0.6881687511994067
ELEMENTS::LD-RF,7.5,6,1.3654559828210993,0.6697376817135772
ELEMENTS::LD-RF,7.5,7,1.347484179972328,0.7263411108503326
ELEMENTS::LD-RF,7.5,8,1.3236040941684015,0.6955770273769213
ELEMENTS::LD-RF,7.5,9,1.2900237495247902,0.6641096874781715
ELEMENTS::LD-RF,7.5,Test,1.3770075183828179,0.8089077151802252
ELEMENTS::LD-RF,8.0,0,1.5184672910357258,0.6682525956827746
ELEMENTS::LD-RF,8.0,1,1.329168844661228,0.701164815418309
ELEMENTS::LD-RF,8.0,2,1.3930453756518293,0.6824871632355953
ELEMENTS::LD-RF,8.0,3,1.4166478777042195,0.6549232746197795
ELEMENTS::LD-RF,8.0,4,1.247138487622464,0.6986844939177362
ELEMENTS::LD-RF,8.0,5,1.3995973963561377,0.6873267897076912
ELEMENTS::LD-RF,8.0,6,1.3621911184051723,0.6717011970891568
ELEMENTS::LD-RF,8.0,7,1.3419110478620375,0.7290207222028409
ELEMENTS::LD-RF,8.0,8,1.3220097530759587,0.696469783007191
ELEMENTS::LD-RF,8.0,9,1.2899695360602133,0.6641450569339779
ELEMENTS::LD-RF,8.0,Test,1.3723817854201443,0.8102357190913878
ELEMENTS::LD-RF,8.5,0,1.5324159383695517,0.6605657079505101
ELEMENTS::LD-RF,8.5,1,1.3249731964574802,0.7034461290466545
ELEMENTS::LD-RF,8.5,2,1.3896968709345074,0.6843638217264026
ELEMENTS::LD-RF,8.5,3,1.4112962431889131,0.6582028719344446
ELEMENTS::LD-RF,8.5,4,1.2443878799719463,0.7002965759450549
ELEMENTS::LD-RF,8.5,5,1.4011398394571386,0.6864798752993814
ELEMENTS::LD-RF,8.5,6,1.3533466152166185,0.6769683460238318
ELEMENTS::LD-RF,8.5,7,1.3497536070450715,0.7252439209333025
ELEMENTS::LD-RF,8.5,8,1.3181508489698743,0.6986214272836159
ELEMENTS::LD-RF,8.5,9,1.289269235304015,0.6646016380677533
ELEMENTS::LD-RF,8.5,Test,1.3700679703604923,0.8124486170645633
ELEMENTS::LD-RF,9.0,0,1.5276495658014415,0.6632103241633103
ELEMENTS::LD-RF,9.0,1,1.3237984037934254,0.704082289079182
ELEMENTS::LD-RF,9.0,2,1.3954563693637467,0.6811299218745813
ELEMENTS::LD-RF,9.0,3,1.4051760024985651,0.6619184793753692
ELEMENTS::LD-RF,9.0,4,1.2550819662465948,0.6939878005763294
ELEMENTS::LD-RF,9.0,5,1.4008012530402514,0.6866659534978485
ELEMENTS::LD-RF,9.0,6,1.3564398920631218,0.6751347827011409
ELEMENTS::LD-RF,9.0,7,1.3470460303201557,0.7265525378883323
ELEMENTS::LD-RF,9.0,8,1.3082859757797358,0.7040636589994892
ELEMENTS::LD-RF,9.0,9,1.289412847673185,0.6645080516463142
ELEMENTS::LD-RF,9.0,Test,1.3545901689645612,0.8178063721666309
ELEMENTS::LD-RF,9.5,0,1.5271722539345476,0.6634741266815165
ELEMENTS::LD-RF,9.5,1,1.3153734695546246,0.7086113069331674
ELEMENTS::LD-RF,9.5,2,1.3936962595682831,0.6821212528614666
ELEMENTS::LD-RF,9.5,3,1.4078566692097167,0.6602956026919352
ELEMENTS::LD-RF,9.5,4,1.2538817837471374,0.6947013785972924
ELEMENTS::LD-RF,9.5,5,1.3970165427882677,0.6887394578863306
ELEMENTS::LD-RF,9.5,6,1.3560465361699399,0.6753684562039877
ELEMENTS::LD-RF,9.5,7,1.3485907528033347,0.7258065587974605
ELEMENTS::LD-RF,9.5,8,1.3149726346738462,0.7003838650414812
ELEMENTS::LD-RF,9.5,9,1.2977897134644598,0.6590079996788346
ELEMENTS::LD-RF,9.5,Test,1.3520421529201605,0.8215414795896305
ELEMENTS::LD-RF,10.0,0,1.5401610127711372,0.6562279121006689
ELEMENTS::LD-RF,10.0,1,1.3241495532060996,0.7038922581013544
ELEMENTS::LD-RF,10.0,2,1.3980244785309062,0.6796786637625694
ELEMENTS::LD-RF,10.0,3,1.4037261735177993,0.6627932651374029
ELEMENTS::LD-RF,10.0,4,1.2646315092494993,0.688259141869701
ELEMENTS::LD-RF,10.0,5,1.3899820789063642,0.6925620933209509
ELEMENTS::LD-RF,10.0,6,1.358876853517884,0.6736837824520541
ELEMENTS::LD-RF,10.0,7,1.348565433495825,0.7258187991012309
ELEMENTS::LD-RF,10.0,8,1.312685556483022,0.7016467713204787
ELEMENTS::LD-RF,10.0,9,1.3002617746997398,0.6573692575326725
ELEMENTS::LD-RF,10.0,Test,1.3426349357174951,0.8241045983689769
ELEMENTS::LD-RF,10.5,0,1.5335118417301026,0.6599549805155295
ELEMENTS::LD-RF,10.5,1,1.31707397952733,0.7077018179785957
ELEMENTS::LD-RF,10.5,2,1.3956226453287464,0.6810361324056375
ELEMENTS::LD-RF,10.5,3,1.4129016065677462,0.6572220908261827
ELEMENTS::LD-RF,10.5,4,1.2559641769340022,0.6934623710756476
ELEMENTS::LD-RF,10.5,5,1.3792145350032743,0.6983358542797222
ELEMENTS::LD-RF,10.5,6,1.3605428341920718,0.6726885308433411
ELEMENTS::LD-RF,10.5,7,1.3518917959159835,0.7242069663654902
ELEMENTS::LD-RF,10.5,8,1.3117064982172562,0.7021860343015089
ELEMENTS::LD-RF,10.5,9,1.3033536932103913,0.6553094318765279
ELEMENTS::LD-RF,10.5,Test,1.3525416153613212,0.8205566348385327
ELEMENTS::LD-RF,11.0,0,1.5389586019292536,0.6569046637589644
ELEMENTS::LD-RF,11.0,1,1.3260644357692586,0.7028541918447501
ELEMENTS::LD-RF,11.0,2,1.3939531716495461,0.6819767223160028
ELEMENTS::LD-RF,11.0,3,1.4140278088508156,0.6565325073910143
ELEMENTS::LD-RF,11.0,4,1.2639639056130016,0.6886625954961222
ELEMENTS::LD-RF,11.0,5,1.3795691472396308,0.6981471771218212
ELEMENTS::LD-RF,11.0,6,1.3649868747146336,0.6700204505157026
ELEMENTS::LD-RF,11.0,7,1.3488979206553715,0.7256580275704111
ELEMENTS::LD-RF,11.0,8,1.3055504487572749,0.7055581577106329
ELEMENTS::LD-RF,11.0,9,1.3169072551559788,0.6461439906858789
ELEMENTS::LD-RF,11.0,Test,1.3344445193475982,0.826406791309657
ELEMENTS::LD-RF,11.5,0,1.5442130331209634,0.6539382534662108
ELEMENTS::LD-RF,11.5,1,1.3249214907253204,0.7034741521115051
ELEMENTS::LD-RF,11.5,2,1.4020232983536514,0.6774073746601978
ELEMENTS::LD-RF,11.5,3,1.4171607623650522,0.6546074512674285
ELEMENTS::LD-RF,11.5,4,1.2658074325772235,0.6875474002898636
ELEMENTS::LD-RF,11.5,5,1.385236959537698,0.6951179628732878
ELEMENTS::LD-RF,11.5,6,1.3665812795392356,0.6690584920432818
ELEMENTS::LD-RF,11.5,7,1.3472536103349018,0.7264523873777704
ELEMENTS::LD-RF,11.5,8,1.3108204957145646,0.7026733392312211
ELEMENTS::LD-RF,11.5,9,1.3308717632973894,0.6364612481038944
ELEMENTS::LD-RF,11.5,Test,1.3256652819370862,0.8316969454432356
ELEMENTS::LD-RF,12.0,0,1.5550500604679227,0.6477449584159068
ELEMENTS::LD-RF,12.0,1,1.326944551175117,0.7023760588995925
ELEMENTS::LD-RF,12.0,2,1.4046461062505144,0.6759099650420681
ELEMENTS::LD-RF,12.0,3,1.4144575122936247,0.6562690603183532
ELEMENTS::LD-RF,12.0,4,1.2678685810084525,0.686296485282743
ELEMENTS::LD-RF,12.0,5,1.3914405843594542,0.6917728380495357
ELEMENTS::LD-RF,12.0,6,1.3654819917202337,0.6697219977427469
ELEMENTS::LD-RF,12.0,7,1.3551022032056843,0.7226441339541806
ELEMENTS::LD-RF,12.0,8,1.3151799304907263,0.7002691765994324
ELEMENTS::LD-RF,12.0,9,1.3303833312461848,0.6368041388331239
ELEMENTS::LD-RF,12.0,Test,1.3378607649643064,0.8264345234982741
ELEMENTS::LD-RF,12.5,0,1.5472840941995791,0.6521935213053235
ELEMENTS::LD-RF,12.5,1,1.3304662383130028,0.7004564114734599
ELEMENTS::LD-RF,12.5,2,1.3996018743267404,0.6787844011461215
ELEMENTS::LD-RF,12.5,3,1.4124571578401102,0.6574938805498879
ELEMENTS::LD-RF,12.5,4,1.274759280247194,0.6820829717779201
ELEMENTS::LD-RF,12.5,5,1.3936165926195463,0.6905920945324553
ELEMENTS::LD-RF,12.5,6,1.3705936195287431,0.6666265788596752
ELEMENTS::LD-RF,12.5,7,1.3493529907637245,0.7254378599984409
ELEMENTS::LD-RF,12.5,8,1.3205085590081431,0.6973083542013541
ELEMENTS::LD-RF,12.5,9,1.3374327175342722,0.6318249736686765
ELEMENTS::LD-RF,12.5,Test,1.3235576878981845,0.8307398070215881
ELEMENTS::LD-RF,13.0,0,1.5523316167191232,0.6493081623831077
ELEMENTS::LD-RF,13.0,1,1.335755034279493,0.6975539904265202
ELEMENTS::LD-RF,13.0,2,1.4009851872181702,0.6779983664708547
ELEMENTS::LD-RF,13.0,3,1.4195200992363268,0.6531511791311426
ELEMENTS::LD-RF,13.0,4,1.2781114681467227,0.6800154336057848
ELEMENTS::LD-RF,13.0,5,1.389687022973699,0.6927215498724004
ELEMENTS::LD-RF,13.0,6,1.3741886765249742,0.6644339367669378
ELEMENTS::LD-RF,13.0,7,1.3492741192149291,0.7254760289677253
ELEMENTS::LD-RF,13.0,8,1.3208079493736409,0.6971412704647675
ELEMENTS::LD-RF,13.0,9,1.3423409380986582,0.6283191830886712
ELEMENTS::LD-RF,13.0,Test,1.3274886675470965,0.8288771037491576
ELEMENTS::LD-RF,13.5,0,1.5494316994079866,0.6509685784837825
ELEMENTS::LD-RF,13.5,1,1.3411932698284452,0.694544827173875
ELEMENTS::LD-RF,13.5,2,1.4040555131461605,0.6762476791243311
ELEMENTS::LD-RF,13.5,3,1.4145550796909847,0.6562092167918631
ELEMENTS::LD-RF,13.5,4,1.2762210368855578,0.6811828392021609
ELEMENTS::LD-RF,13.5,5,1.3867390179954433,0.6943108698128139
ELEMENTS::LD-RF,13.5,6,1.3675751199348958,0.6684576049923545
ELEMENTS::LD-RF,13.5,7,1.3510644292959584,0.7246085839607465
ELEMENTS::LD-RF,13.5,8,1.3190698581872249,0.6981101786900799
ELEMENTS::LD-RF,13.5,9,1.3435228908109629,0.6274700977613558
ELEMENTS::LD-RF,13.5,Test,1.335227503128278,0.8263547736054943
ELEMENTS::LD-RF,14.0,0,1.5555584371847868,0.6474519003467712
ELEMENTS::LD-RF,14.0,1,1.3520928152256946,0.688436922671811
ELEMENTS::LD-RF,14.0,2,1.409608223535048,0.6730601901995729
ELEMENTS::LD-RF,14.0,3,1.4181146038998316,0.6540193862391259
ELEMENTS::LD-RF,14.0,4,1.2831881720583844,0.6768618344080445
ELEMENTS::LD-RF,14.0,5,1.3864100032202755,0.6944878126294621
ELEMENTS::LD-RF,14.0,6,1.3692880479331115,0.6674196524411072
ELEMENTS::LD-RF,14.0,7,1.3608729238076145,0.7198170381447908
ELEMENTS::LD-RF,14.0,8,1.3181873999244458,0.6986011077837041
ELEMENTS::LD-RF,14.0,9,1.3514903352435117,0.6216965390919714
ELEMENTS::LD-RF,14.0,Test,1.3330871470551011,0.8302119008315623
ELEMENTS::LD-RF,14.5,0,1.5590759456969223,0.6454179240307828
ELEMENTS::LD-RF,14.5,1,1.3555697867770562,0.6864665821903426
ELEMENTS::LD-RF,14.5,2,1.4099485870655608,0.6728639057824264
ELEMENTS::LD-RF,14.5,3,1.4195986331973949,0.6531026074431157
ELEMENTS::LD-RF,14.5,4,1.2798815023390553,0.6789189873642115
ELEMENTS::LD-RF,14.5,5,1.390045709425428,0.6925276963422159
ELEMENTS::LD-RF,14.5,6,1.3714377451091626,0.666112906640433
ELEMENTS::LD-RF,14.5,7,1.366939169431635,0.7168201110962369
ELEMENTS::LD-RF,14.5,8,1.322334052368513,0.6962883706135221
ELEMENTS::LD-RF,14.5,9,1.3464120466433722,0.6253865888459066
ELEMENTS::LD-RF,14.5,Test,1.3335954518108286,0.8287484098191849
ELEMENTS::LD-RF,15.0,0,1.5587754443754749,0.645592117006109
ELEMENTS::LD-RF,15.0,1,1.352672496583778,0.6881091701971191
ELEMENTS::LD-RF,15.0,2,1.413016388032415,0.6710899989025624
ELEMENTS::LD-RF,15.0,3,1.4232972825963026,0.6508079067894572
ELEMENTS::LD-RF,15.0,4,1.2852101589637612,0.6755982009488315
ELEMENTS::LD-RF,15.0,5,1.3924137282729616,0.6912452689735981
ELEMENTS::LD-RF,15.0,6,1.3711740418331242,0.6662734534018071
ELEMENTS::LD-RF,15.0,7,1.3575240774101889,0.7214604610147443
ELEMENTS::LD-RF,15.0,8,1.3286196097355194,0.6927540237221304
ELEMENTS::LD-RF,15.0,9,1.3539006795379749,0.6199325281704933
ELEMENTS::LD-RF,15.0,Test,1.3311700946281362,0.830605409720157
ECIF::LD-RF,4.0,0,1.5574226454031757,0.6463753035543954
ECIF::LD-RF,4.0,1,1.3753585443279561,0.6750450255551581
ECIF::LD-RF,4.0,2,1.4018179501235544,0.6775243540881762
ECIF::LD-RF,4.0,3,1.4351145821404845,0.6433808777939888
ECIF::LD-RF,4.0,4,1.2616656681246032,0.6900480627505623
ECIF::LD-RF,4.0,5,1.4145056231606563,0.6790573364233213
ECIF::LD-RF,4.0,6,1.3810438001294991,0.6602167383220277
ECIF::LD-RF,4.0,7,1.3647043055427357,0.7179272152814552
ECIF::LD-RF,4.0,8,1.3486943277250962,0.6812288849329183
ECIF::LD-RF,4.0,9,1.3203135803750228,0.6438049158589195
ECIF::LD-RF,4.0,Test,1.4087830118938485,0.8010698881795486
ECIF::LD-RF,4.5,0,1.5408844929425989,0.6558201250131533
ECIF::LD-RF,4.5,1,1.3634922722044631,0.6819367275256745
ECIF::LD-RF,4.5,2,1.3888425496208778,0.6848410782582963
ECIF::LD-RF,4.5,3,1.426278455455586,0.6489480682540912
ECIF::LD-RF,4.5,4,1.2475401295157835,0.6984484891891337
ECIF::LD-RF,4.5,5,1.4052721737044234,0.6842011388517859
ECIF::LD-RF,4.5,6,1.375427583266811,0.6636753089423737
ECIF::LD-RF,4.5,7,1.3512619145718836,0.7245127638685896
ECIF::LD-RF,4.5,8,1.33934973959738,0.6866393056911136
ECIF::LD-RF,4.5,9,1.3157118966915982,0.6469613938096919
ECIF::LD-RF,4.5,Test,1.3711740235717331,0.8174195684761945
ECIF::LD-RF,5.0,0,1.5367763515753659,0.6581297729978663
ECIF::LD-RF,5.0,1,1.357989847481488,0.6850888332480547
ECIF::LD-RF,5.0,2,1.3964598875873346,0.6805635119824853
ECIF::LD-RF,5.0,3,1.411566019896349,0.6580382345759769
ECIF::LD-RF,5.0,4,1.2340245303234456,0.706305645996564
ECIF::LD-RF,5.0,5,1.3977300319024946,0.6883494697279258
ECIF::LD-RF,5.0,6,1.3637800138299976,0.6707469278639878
ECIF::LD-RF,5.0,7,1.3460947350361496,0.7270111327242383
ECIF::LD-RF,5.0,8,1.3379075968378975,0.6874671653667026
ECIF::LD-RF,5.0,9,1.313918694205617,0.6481842896530223
ECIF::LD-RF,5.0,Test,1.3565563934160259,0.8225752647288687
ECIF::LD-RF,5.5,0,1.5233240300217556,0.6655941566503903
ECIF::LD-RF,5.5,1,1.34747613682048,0.6910366540546029
ECIF::LD-RF,5.5,2,1.3901964634031032,0.6840844398985745
ECIF::LD-RF,5.5,3,1.4054482645006734,0.66175397441583
ECIF::LD-RF,5.5,4,1.2329312460697286,0.7069336806143309
ECIF::LD-RF,5.5,5,1.3950151599368952,0.6898311624443656
ECIF::LD-RF,5.5,6,1.3614923109145969,0.6721201107481579
