0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2w9h,0,24,0,0,0,18,2,0,0,0,2,0,0,0,3,1,0,0,0,5,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
2w9r,0,12,0,0,0,4,6,0,0,0,2,0,0,0,2,2,0,0,0,14,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
2wa8,0,30,0,0,0,3,7,0,0,0,5,0,0,0,2,2,0,0,0,24,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0
2wb5,0,23,0,0,0,3,12,0,0,0,1,0,0,0,1,4,0,0,0,19,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0
2wbg,0,40,0,0,0,5,24,0,0,0,11,0,0,0,0,8,0,0,0,17,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0
2wc3,0,34,0,0,0,4,21,0,0,0,11,0,0,0,0,7,0,0,0,17,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0
2wc4,0,35,0,0,0,4,17,0,8,0,9,0,0,0,0,8,0,0,0,18,0,0,0,2,11,0,1,0,0,0,0,0,0,0,0,0
2wca,0,25,0,0,0,2,16,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0
2wcg,0,6,0,0,0,3,19,0,0,0,4,0,0,0,0,4,0,0,0,15,0,0,0,3,13,0,0,0,1,0,0,0,0,0,0,0
2wd7,0,20,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2we3,0,16,0,0,0,3,26,0,0,0,1,0,0,0,0,13,3,0,0,9,0,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0
2web,0,22,0,0,0,0,21,1,0,0,6,0,0,0,0,6,0,0,0,22,0,0,0,2,13,4,0,0,0,0,0,0,0,0,0,0
2wec,0,22,0,0,0,2,14,0,0,0,1,0,0,0,0,6,2,0,0,19,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
2wed,0,16,0,0,0,0,21,0,0,0,3,0,0,0,0,5,0,0,0,19,0,0,0,2,14,4,0,0,0,0,0,0,0,0,0,0
2weg,0,5,0,8,0,3,9,0,1,0,1,0,2,0,3,3,0,2,0,2,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2weh,0,4,4,0,0,3,10,0,1,0,1,0,0,0,3,3,0,2,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
2wej,0,6,0,0,0,3,10,0,0,0,1,0,0,0,3,3,0,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2weo,0,5,0,3,0,3,9,0,1,0,0,0,0,0,3,3,0,2,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2weq,0,26,0,0,0,4,16,0,0,0,7,0,0,0,1,6,0,0,0,10,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0
2wer,0,20,4,0,0,0,16,0,0,0,4,0,0,0,0,2,0,0,0,4,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
2wf5,0,3,0,0,0,0,32,1,0,0,3,0,0,0,0,13,3,0,0,6,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
2wfj,0,40,0,0,0,4,16,0,0,0,14,0,0,0,0,8,0,0,0,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2wgj,0,28,5,4,0,10,1,0,0,0,2,1,1,0,1,0,0,0,0,10,1,2,0,4,0,0,0,0,3,0,1,0,0,0,0,0
2whp,0,52,0,0,0,14,5,0,0,0,3,0,0,0,0,1,0,0,0,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2wib,0,13,0,0,0,14,32,3,0,0,2,0,0,0,0,16,4,0,0,8,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0,0
2wic,0,10,0,0,0,13,36,1,0,0,2,0,0,0,3,20,6,0,0,11,0,0,0,6,8,1,0,0,0,0,0,0,0,0,0,0
2wjg,0,11,0,0,0,11,36,3,0,0,2,0,0,0,1,23,7,0,0,8,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0
2wji,0,11,0,0,0,9,38,2,0,0,4,0,0,0,4,22,7,0,0,7,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0
2wk2,0,28,0,0,0,5,15,0,9,0,4,0,0,0,0,4,0,1,0,12,0,0,0,2,7,0,4,0,2,0,0,0,1,0,0,1
2wk6,0,12,0,0,4,5,12,0,0,0,4,0,0,0,2,4,0,0,0,5,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0
2wks,0,43,0,0,0,0,30,0,4,0,12,0,0,0,0,11,0,0,0,10,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
2wkt,0,23,0,0,0,5,13,0,1,0,6,0,0,0,5,6,1,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1
2wky,0,13,0,0,0,5,20,0,0,0,5,0,0,0,1,9,0,0,0,16,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0
2wkz,0,49,0,0,0,3,17,0,0,0,5,0,0,0,0,3,0,0,0,26,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0
2wl0,0,53,0,0,0,3,17,0,0,0,10,0,0,0,0,3,0,0,0,27,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0
2wl4,0,18,0,0,0,8,13,0,2,0,3,0,0,0,5,1,0,0,0,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
2wl5,0,21,0,0,0,9,13,0,5,0,11,0,0,0,8,2,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2wly,0,13,0,0,0,2,15,0,5,0,3,0,0,0,0,5,0,1,0,12,0,0,0,3,6,0,2,0,3,0,0,0,1,0,0,1
2wlz,0,16,0,0,0,2,17,0,5,0,3,0,0,0,0,6,0,0,0,9,0,0,0,3,7,0,1,0,2,0,0,0,0,0,0,1
2wm0,0,28,0,0,0,8,21,0,6,0,4,0,0,0,0,6,0,0,0,11,0,0,0,2,9,0,1,0,2,0,0,0,1,0,0,1
2wn9,0,23,0,0,0,8,5,0,0,0,2,0,0,0,1,0,0,0,0,14,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
2wnc,0,39,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0
2wnj,0,34,0,0,0,11,4,0,0,0,2,0,0,0,1,0,0,0,0,14,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0
2wnl,0,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2won,0,61,0,0,0,15,5,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2wor,0,25,0,0,0,1,1,0,0,0,6,0,0,0,0,1,0,1,0,11,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0
2wos,0,26,0,0,0,2,2,0,0,0,3,0,0,0,0,1,0,1,0,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2wp1,0,8,0,0,0,3,2,0,0,0,4,0,0,0,0,2,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2wpb,0,7,0,0,0,2,10,0,0,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2wq5,0,36,0,0,0,6,9,0,0,0,2,0,0,0,2,3,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2wqp,0,5,0,0,0,1,33,1,0,0,7,0,0,0,0,17,2,0,0,10,0,0,0,1,20,2,0,0,0,0,0,0,0,2,1,0
2wr8,0,36,0,0,0,27,17,0,0,0,7,0,0,0,7,7,0,0,0,19,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0
2wtv,0,31,5,5,0,11,0,0,0,0,4,1,1,0,2,0,0,0,0,13,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2wtx,0,7,0,0,0,0,24,0,0,0,9,0,0,0,0,12,1,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2wuf,0,21,0,0,0,0,16,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2wva,0,33,0,0,0,14,27,1,0,0,4,0,0,0,3,13,4,0,0,14,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0
2wvt,0,16,0,0,0,2,20,0,0,0,8,0,0,0,1,7,0,0,0,9,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0
2wvz,0,14,0,0,0,3,17,0,0,0,2,0,0,0,1,2,0,0,0,9,0,0,0,3,13,0,0,0,5,0,0,0,0,1,0,0
2ww0,0,9,0,0,0,0,12,0,0,0,2,0,0,0,0,2,0,0,0,10,0,0,0,0,11,0,0,0,3,0,0,0,1,0,0,0
2ww2,0,12,0,0,0,0,11,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0
2wyf,0,5,0,0,0,0,18,0,0,0,4,0,0,0,0,6,0,0,0,9,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0
2wyg,0,33,5,2,0,0,7,0,4,0,3,1,0,0,0,3,0,2,0,19,3,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0
2wyi,0,24,0,0,0,0,12,0,0,0,2,0,0,0,0,3,0,0,0,21,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0
2wyj,0,32,5,3,0,0,7,0,4,0,3,1,0,0,0,3,0,3,0,19,3,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0
2wyn,0,12,0,0,0,0,31,0,0,0,7,0,0,0,0,13,0,0,0,21,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2wzf,0,15,0,0,0,11,36,1,0,0,2,0,0,0,1,10,3,0,0,8,0,0,0,1,17,2,0,0,0,0,0,0,0,0,0,0
2wzm,0,17,0,0,0,10,46,1,0,0,5,0,0,0,2,23,8,0,0,5,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0
2wzs,0,13,0,0,0,1,13,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,3,12,0,0,0,5,0,0,0,0,0,0,0
2wzy,0,37,0,0,0,3,5,0,0,0,4,0,0,0,0,1,0,0,0,26,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0
2x00,0,29,0,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
2x09,0,12,0,0,0,6,10,0,0,0,4,0,0,0,0,3,0,0,0,13,0,0,0,8,6,0,0,0,3,0,0,0,1,1,0,0
2x0y,0,21,0,0,0,6,16,0,0,0,3,0,0,0,1,3,0,0,0,9,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0
2x2c,0,43,0,0,0,2,15,0,0,0,11,0,0,0,0,5,0,0,0,28,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
2x2i,0,21,0,0,0,1,33,0,0,0,3,0,0,0,1,9,0,0,0,22,0,0,0,2,16,0,0,0,1,0,0,0,0,1,0,0
2x2r,0,26,0,0,0,2,2,0,1,0,2,0,0,0,0,3,0,0,0,13,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2x4z,0,29,0,0,0,13,1,0,3,0,8,0,0,0,2,0,0,1,0,19,0,0,0,7,1,0,2,0,2,0,0,0,0,0,0,0
2x6w,0,31,0,0,0,3,53,0,0,0,12,0,0,0,0,14,0,0,0,23,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0
2x6x,0,19,0,0,0,2,22,0,0,0,6,0,0,0,0,10,0,0,0,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
2x6y,0,28,0,0,0,2,53,0,0,0,8,0,0,0,0,13,0,0,0,20,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0
2x7s,0,8,0,0,0,4,11,0,1,0,2,0,0,0,4,4,0,1,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2x7t,0,11,0,0,0,1,9,0,1,0,2,0,0,0,4,4,0,1,0,7,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2x7u,0,17,0,0,0,3,10,0,1,0,1,0,0,0,4,4,0,3,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2x7x,0,12,0,0,0,0,21,0,0,0,9,0,0,0,0,15,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2x85,0,28,0,0,0,3,53,0,0,0,9,0,0,0,0,13,0,0,0,25,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0
2x8z,0,11,0,0,0,2,10,0,0,0,5,0,0,0,0,6,0,2,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
2x91,0,14,0,0,0,2,14,0,0,0,10,0,0,0,1,9,0,0,0,13,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
2x95,0,17,0,0,0,4,16,0,0,0,10,0,0,0,2,10,0,0,0,19,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0
2x96,0,41,0,0,0,3,22,0,0,0,16,0,0,0,1,12,2,0,0,21,0,0,0,2,10,2,0,0,0,0,0,0,0,0,0,0
2x97,0,19,0,0,0,6,18,0,0,0,9,0,0,0,3,8,1,0,0,17,0,0,0,3,7,4,0,0,0,0,0,0,0,0,0,0
2xab,0,31,0,0,0,1,11,0,0,0,4,0,0,0,0,2,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2xb7,0,24,1,0,0,8,3,0,1,0,4,0,0,0,2,2,0,1,0,15,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
2xb8,0,34,0,0,0,0,33,0,0,0,9,0,0,0,0,13,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2xb9,0,28,0,0,0,0,27,0,0,0,8,0,0,0,0,14,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2xba,0,28,0,0,0,12,5,0,0,0,4,0,0,0,2,2,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2xbp,0,16,0,0,0,14,42,3,0,0,8,0,0,0,5,18,5,0,0,10,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0
2xbv,0,49,7,13,0,7,3,0,0,0,8,1,3,0,4,1,0,0,0,24,3,4,0,4,1,0,0,0,1,0,2,0,1,0,0,0
2xbw,0,48,7,3,0,7,10,0,0,0,7,1,0,0,4,3,0,1,0,25,2,1,0,5,3,0,1,0,1,0,0,0,1,2,0,0
2xbx,0,56,7,3,0,4,6,0,0,0,8,1,0,0,2,4,0,0,0,27,3,1,0,4,3,0,0,0,1,0,0,0,1,2,0,0
2xc0,0,55,0,8,0,4,8,0,0,0,7,0,3,0,1,2,0,0,0,30,0,4,0,4,2,0,1,0,3,0,0,0,1,0,0,0
2xc4,0,53,7,8,0,2,5,0,0,0,8,1,4,0,1,2,0,0,0,25,2,4,0,4,1,0,0,0,1,0,0,0,1,0,0,0
2xcg,0,22,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
2xd9,0,26,0,0,0,0,28,0,2,0,10,0,0,0,0,13,0,0,0,8,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
2xda,0,27,0,0,0,0,28,0,1,0,10,0,0,0,0,12,0,0,0,11,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
2xde,0,27,0,0,0,1,2,0,0,0,11,0,0,0,2,2,0,0,0,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2xdk,0,13,0,0,0,9,0,0,0,0,3,0,0,0,2,0,0,0,0,5,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
2xdl,0,18,0,0,0,2,11,0,0,0,5,0,0,0,0,3,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2xdx,0,21,5,0,0,11,2,0,0,0,8,1,0,0,1,1,0,0,0,4,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
2xef,0,54,0,0,0,15,38,0,0,0,24,0,0,0,2,21,0,0,0,23,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0
2xeg,0,58,0,0,0,12,30,0,0,0,23,0,0,0,2,16,0,0,0,20,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0
2xei,0,27,0,0,0,8,31,0,0,0,16,0,0,0,2,16,0,0,0,17,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0
2xej,0,19,0,0,0,6,22,0,0,0,9,0,0,0,1,16,0,0,0,15,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0
2xg3,0,13,0,0,0,0,12,0,0,0,21,0,0,0,1,11,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2xg9,0,4,0,0,0,0,15,0,0,0,4,0,0,0,0,6,0,0,0,11,0,0,0,2,8,0,0,0,1,0,0,0,0,1,0,0
2xgm,0,3,0,0,0,5,10,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2xgo,0,16,0,0,0,5,26,0,1,0,4,0,0,0,1,13,1,1,0,5,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0
2xgs,0,12,0,0,0,5,31,0,0,0,1,0,0,0,1,13,2,0,0,5,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0
2xhm,0,29,0,0,0,0,18,0,0,0,14,0,0,0,0,9,1,0,0,9,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0
2xhr,0,21,14,0,0,7,6,0,0,0,5,1,0,0,1,1,0,0,0,5,2,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0
2xhs,0,7,0,0,0,2,3,0,0,0,2,0,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2xht,0,30,0,0,0,2,10,0,0,0,4,0,0,0,0,2,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
2xhx,0,24,0,0,0,1,5,0,0,0,5,0,0,0,0,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2xi7,0,1,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2xib,0,19,0,0,0,2,15,0,0,0,9,0,0,0,1,6,0,0,0,10,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
2xii,0,36,0,0,0,4,16,0,0,0,16,0,0,0,2,8,0,0,0,20,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0
2xj1,0,34,0,0,0,3,8,0,0,0,2,0,0,0,0,3,0,0,0,9,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2xj2,0,26,0,0,0,1,8,0,0,0,2,0,0,0,0,3,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2xj7,0,26,0,0,0,4,14,0,0,0,6,0,0,0,1,4,0,0,0,10,0,0,0,3,8,0,0,0,1,0,0,0,0,0,0,0
2xjg,0,31,0,0,0,1,11,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2xjj,0,39,0,0,0,3,10,0,0,0,3,0,0,0,0,1,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2xjx,0,26,0,0,0,1,12,0,0,0,3,0,0,0,0,1,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2xl2,0,18,0,0,0,3,15,0,0,0,10,0,0,0,7,10,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2xl3,0,21,0,0,0,1,15,0,0,0,6,0,0,0,5,11,0,0,0,8,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
2xm1,0,17,0,0,0,3,19,0,0,0,3,0,0,0,2,4,0,0,0,11,0,0,0,2,10,0,0,0,1,0,0,0,0,0,0,0
2xm2,0,16,0,0,0,6,20,0,0,0,2,0,0,0,0,5,0,0,0,11,0,0,0,5,9,0,0,0,1,0,0,0,0,0,0,0
2xmy,0,30,0,0,0,13,11,0,1,0,4,0,0,0,1,4,0,0,0,11,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0
2xn3,0,23,0,0,0,1,3,0,0,0,7,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2xn5,0,12,2,0,0,5,15,0,0,0,2,0,0,0,1,2,0,0,0,7,1,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0
2xn6,0,15,0,0,7,1,5,0,0,0,5,0,0,2,0,1,0,0,0,10,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0
2xnb,0,22,0,0,0,11,6,0,1,0,2,0,0,0,1,1,0,0,0,11,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
2xog,0,9,0,0,0,14,11,0,0,0,8,0,0,0,7,5,0,1,0,8,0,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0
2xoi,0,9,0,0,0,14,10,0,0,0,8,0,0,0,8,4,0,1,0,5,0,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0
2xp7,0,11,0,0,0,2,12,0,0,0,7,0,0,0,1,9,0,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0
2xpc,0,24,0,2,0,6,22,0,0,0,13,0,3,0,1,7,0,0,0,11,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
2xpk,0,26,0,0,0,3,13,0,7,0,4,0,0,0,1,4,0,0,0,21,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,1
2xqq,0,33,0,0,0,10,32,0,0,0,6,0,0,0,1,11,0,0,0,27,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0
2xrw,0,22,0,0,0,3,9,0,0,0,2,0,0,0,1,2,0,0,0,15,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0
2xs0,0,21,0,0,0,9,10,0,0,0,2,0,0,0,0,1,0,0,0,17,0,0,0,12,4,0,0,0,1,0,0,0,0,0,0,0
2xs8,0,15,0,0,0,9,5,0,0,0,2,0,0,0,1,1,0,0,0,8,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0
2xtn,0,15,0,0,0,11,50,2,0,0,10,0,0,0,5,20,5,0,0,6,0,0,0,4,10,2,0,0,0,0,0,0,0,0,0,0
2xto,0,13,0,0,0,14,42,3,0,0,10,0,0,0,9,16,4,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
2xuz,0,38,0,0,0,1,16,0,0,0,25,0,0,0,2,16,0,0,0,6,0,0,0,1,1,0,0,0,4,0,0,0,0,2,0,0
2xv1,0,41,0,0,0,0,19,0,0,0,22,0,0,0,1,12,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2xwd,0,13,0,0,0,5,19,0,0,0,5,0,0,0,0,4,0,0,0,15,0,0,0,2,14,0,0,0,1,0,0,0,0,1,0,0
2xwe,0,20,0,0,0,8,19,0,3,0,8,0,0,0,0,5,0,0,0,19,0,0,0,2,12,0,1,0,1,0,0,0,0,0,0,1
2xxn,0,31,0,0,0,10,24,0,0,0,12,0,0,0,1,8,0,0,0,19,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
2xxr,0,12,0,0,0,3,24,0,0,0,4,0,0,0,0,8,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2xxt,0,21,0,0,0,1,20,0,0,0,5,0,0,0,0,8,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2xxw,0,15,0,0,0,4,22,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2xxx,0,12,0,0,0,3,23,0,0,0,5,0,0,0,0,8,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
2xxy,0,25,0,0,0,2,20,0,0,0,6,0,0,0,0,8,0,0,0,16,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
2xy9,0,52,0,0,0,2,27,0,0,0,17,0,0,0,0,13,0,0,0,15,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0
2xyd,0,52,0,0,0,3,27,0,0,0,19,0,0,0,0,15,2,0,0,26,0,0,0,1,11,3,0,0,0,0,0,0,0,0,0,0
2xye,0,50,0,0,0,1,17,0,0,0,7,0,0,0,0,3,0,0,0,26,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0
2xyf,0,38,0,0,0,0,16,0,2,0,5,0,0,0,0,3,0,0,0,25,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0
2xyn,0,36,0,0,0,20,2,0,1,0,5,0,0,0,3,0,0,0,0,14,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2xys,0,36,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,2,0,0,0,7,0,0,0,1,1,0,0
2xyt,0,42,0,0,0,1,9,0,0,0,1,0,0,0,0,2,0,0,0,24,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
2xz5,0,19,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2xzq,0,34,0,0,0,11,25,0,0,0,6,0,0,0,1,6,0,0,0,18,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0
2xzw,0,13,0,0,0,0,20,0,0,0,5,0,0,0,0,10,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2y06,0,27,0,0,0,12,9,0,0,0,4,0,0,0,2,5,0,0,0,14,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0
2y07,0,43,0,0,0,5,9,0,0,0,11,0,0,0,3,3,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2y1n,0,28,0,0,0,3,37,0,0,0,4,0,0,0,0,15,4,0,0,23,0,0,0,4,13,2,0,0,0,0,0,0,0,0,0,0
2y1w,0,41,0,7,0,5,0,0,0,0,13,0,0,0,4,1,0,0,0,33,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0
2y34,0,25,2,0,0,2,11,0,0,0,4,1,0,0,1,6,0,0,0,7,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
2y36,0,40,0,0,0,12,5,0,0,0,9,0,0,0,4,3,0,0,0,9,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
2y3p,0,42,3,0,0,2,14,0,0,0,33,0,0,0,1,16,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2y4k,0,12,0,0,0,12,23,0,0,0,2,0,0,0,3,4,0,0,0,11,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0
2y4l,0,10,0,0,0,16,26,1,0,0,3,0,0,0,3,9,0,0,0,14,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0
2y4s,0,12,0,0,0,0,32,0,0,0,3,0,0,0,0,13,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2y5f,0,39,6,0,0,2,6,0,3,0,9,1,0,0,1,2,0,2,0,17,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
